state,district,month,enrolment_total,demo_updates_total,bio_updates_total,month_dt,total_updates,total_transactions,enroll_velocity,growth_acceleration,update_churn,center_load_density,enroll_velocity_norm,total_updates_norm,growth_acceleration_norm,center_load_density_norm,update_churn_norm,ASSI_raw,ASSI,StressCategory,high_stress,HighStressNextMonth,risk_probability_after
Maharashtra,Bid,2025-05,0.0,0.0,510.0,2025-05-01,510.0,510.0,0.0,0.0,0.507017543859649,382.5,0.5170112752761873,0.003630539241857982,0.700712835607737,0.001610635683918552,5.568765583872546e-05,0.2705529692520223,27.06,🟢 Stable,0,0.0,0.051152943335394066
Maharashtra,Bid,2025-06,0.0,144.0,3666.0,2025-06-01,3810.0,3810.0,0.0,0.0,6.337573385518591,2857.5,0.5170112752761873,0.027122263747997862,0.700712835607737,0.01205971384302318,0.0006960796718369984,0.2780893209048227,27.81,🟢 Stable,0,0.0,0.0040294073166691185
Maharashtra,Bid,2025-07,0.0,0.0,2206.0,2025-07-01,2206.0,2206.0,0.0,0.0,0.4920230910522172,1654.5,0.5170112752761873,0.01570386189713472,0.700712835607737,0.006980828580234143,5.404075833479724e-05,0.27437658181566327,27.44,🟢 Stable,0,0.0,0.051152943335394066
Maharashtra,Bid,2025-08,0.0,0.0,1957.0,2025-08-01,1957.0,1957.0,0.0,0.0,0.7537154508382419,1467.75,0.5170112752761873,0.01393130450258053,0.700712835607737,0.0061923981373198855,8.278342068224082e-05,0.27381948929993966,27.38,🟢 Stable,0,0.0,0.057121739402764986
Maharashtra,Bid,2025-09,741.0,199.0,2747.0,2025-09-01,2946.0,3687.0,741.0,741.0,1.2789070480081715,2765.25,0.5208473540892289,0.020971703150026694,0.7037891966172484,0.011670248202547463,0.00014046720158250402,0.2779842109438831,27.8,🟢 Stable,0,0.0,0.005600851373795997
Maharashtra,Bid,2025-10,2765.0,143.0,3036.0,2025-10-01,3179.0,5944.0,2024.0,1283.0,0.9169155072955547,4458.0,0.5274893097128894,0.022630361274248088,0.7060393824028829,0.018816784385910845,0.00010070830057430856,0.28157541813033377,28.16,🟢 Stable,0,0.0,0.02484603493624809
Maharashtra,Bid,2025-11,6021.0,122.0,3403.0,2025-11-01,3525.0,9546.0,3256.0,1232.0,0.9422169811320754,7159.5,0.5338672437178386,0.025093432995194873,0.7058276490540502,0.030222111515939593,0.00010348725720861926,0.28545453880504057,28.55,🟢 Stable,0,0.0,0.042357430314116096
Maharashtra,Bid,2025-12,2403.0,92.0,2392.0,2025-12-01,2484.0,4887.0,-3618.0,-6874.0,0.5988088485536018,3665.25,0.4982812710311338,0.017682861719167112,0.6721745014925126,0.015469912987676419,6.576944225162208e-05,0.265756285850567,26.58,🟢 Stable,0,0.0,0.07813600149722642
Maharashtra,Bid,2026-01,213.0,58.0,255.0,2026-01-01,313.0,526.0,-2190.0,1428.0,0.10706237424547282,394.5,0.5056738763550521,0.002228154475885389,0.7066413693750545,0.0016612978810536046,1.1759065780787086e-05,0.26855474012477043,26.86,🟢 Stable,0,,0.03914499846153159
Maharashtra,Buldana,2025-03,0.0,0.0,2399.0,2025-03-01,2399.0,2399.0,0.0,0.0,0.0,1799.25,0.5170112752761873,0.017077771845524115,0.700712835607737,0.0075919413331757175,0.0,0.27480362010195164,27.48,🟢 Stable,0,0.0,0.010456537186334821
Maharashtra,Buldana,2025-04,0.0,0.0,2962.0,2025-04-01,2962.0,2962.0,0.0,0.0,1.0490416666666667,2221.5,0.5170112752761873,0.021085602420359496,0.700712835607737,0.009374617394865385,0.00011522021673866883,0.2760902621874247,27.61,🟢 Stable,0,0.0,0.009170361028452333
Maharashtra,Buldana,2025-05,0.0,0.0,3648.0,2025-05-01,3648.0,3648.0,0.0,0.0,1.0465069186635167,2736.0,0.5170112752761873,0.02596903363587827,0.700712835607737,0.011546759097030772,0.00011494181577178554,0.2776368994864842,27.76,🟢 Stable,0,0.0,0.009170361028452333
Maharashtra,Buldana,2025-06,0.0,222.0,8288.0,2025-06-01,8510.0,8510.0,0.0,0.0,1.982323924362839,6382.5,0.5170112752761873,0.0605801744082577,0.700712835607737,0.026941734251444926,0.00021772613945553627,0.2886143486012937,28.86,🟢 Stable,0,0.0,0.005784233769141502
Maharashtra,Buldana,2025-07,0.0,0.0,4631.0,2025-07-01,4631.0,4631.0,0.0,0.0,0.46250146868758074,3473.25,0.5170112752761873,0.03296672005694964,0.700712835607737,0.014659317833515576,5.079828681492064e-05,0.2798435833728812,27.98,🟢 Stable,0,0.0,0.051152943335394066
Maharashtra,Buldana,2025-08,0.0,0.0,4766.0,2025-08-01,4766.0,4766.0,0.0,0.0,0.8745898100172711,3574.5,0.5170112752761873,0.03392774515038263,0.700712835607737,0.015086780121842582,9.605950904487858e-05,0.28015474817282304,28.02,🟢 Stable,0,0.0,0.06325332526317695
Maharashtra,Buldana,2025-09,1399.0,456.0,8093.0,2025-09-01,8549.0,9948.0,1399.0,1399.0,1.5243654289909796,7461.0,0.524253750660054,0.060857803879693896,0.7065209719806201,0.03149499921895779,0.00016742682459445482,0.29233144693759383,29.23,🟢 Stable,0,0.0,0.005032105855004978
Maharashtra,Buldana,2025-10,4141.0,220.0,8016.0,2025-10-01,8236.0,12377.0,2742.0,1343.0,0.8187836257309942,9282.75,0.5312063199527867,0.058629649403808506,0.7062884804603332,0.039186154021522986,8.99301046054398e-05,0.2946081010501347,29.46,🟢 Stable,0,0.0,0.09107754130679284
Maharashtra,Buldana,2025-11,12263.0,198.0,9680.0,2025-11-01,9878.0,22141.0,8122.0,5380.0,1.0193395653757436,16605.75,0.5590580122795937,0.07031856202171205,0.7230486280924486,0.07010275982318892,0.00011195792253522848,0.31248607685567475,31.25,🟡 Watchlist,0,0.0,0.019047802733505224
Maharashtra,Buldana,2025-12,4243.0,199.0,6002.0,2025-12-01,6201.0,10444.0,-8020.0,-16142.0,0.5335408442150015,7833.0,0.4754925815102036,0.04414308595835558,0.6336971548850205,0.03306552733014443,5.86008103040567e-05,0.26161696706521115,26.16,🟢 Stable,0,0.0,0.12634099698897186
Maharashtra,Buldana,2026-01,357.0,80.0,637.0,2026-01-01,717.0,1074.0,-3886.0,4134.0,0.09826668816510803,805.5,0.496893863309278,0.005104111051788574,0.7178756917660637,0.0033964781329291613,1.0793002288032661e-05,0.26958572261376196,26.96,🟢 Stable,0,,0.10434778942450199
Maharashtra,Buldhana,2025-03,11370.0,0.0,20537.0,2025-03-01,20537.0,31907.0,0.0,0.0,0.0,23930.25,0.5170112752761873,0.14619683217654386,0.700712835607737,0.10102569839949674,0.0,0.3210984487446547,32.11,🟡 Watchlist,0,0.0,0.039890002650462004
Maharashtra,Buldhana,2025-04,1054.0,0.0,20811.0,2025-04-01,20811.0,21865.0,-10316.0,-10316.0,0.8612985685071575,16398.75,0.46360643177370753,0.14814735718099306,0.6578845762634461,0.06922883692260925,9.459968168417195e-05,0.29491387798200835,29.49,🟢 Stable,0,0.0,0.689850056172761
Maharashtra,Buldhana,2025-05,0.0,0.0,24528.0,2025-05-01,24528.0,24528.0,-1054.0,9262.0,1.0017682106477033,18396.0,0.5115548284894857,0.1746075814201815,0.739165272409484,0.07766092635827461,0.00011002799414011533,0.33103930011217586,33.1,🟡 Watchlist,0,0.0,0.633297018247606
Maharashtra,Buldhana,2025-06,0.0,1570.0,31421.0,2025-06-01,32991.0,32991.0,0.0,1054.0,1.1432325003057604,24743.25,0.5170112752761873,0.23485317672183662,0.7050886581502809,0.10445806225539657,0.00012556555249752072,0.34467138880074627,34.47,🟡 Watchlist,0,0.0,0.14627903769179937
Maharashtra,Buldhana,2025-07,1882.0,1462.0,22936.0,2025-07-01,24398.0,26280.0,1882.0,1882.0,0.6285857177497576,19710.0,0.5267541906960852,0.17368214984872754,0.7085262113430952,0.08320843694456288,6.903994849708109e-05,0.32930594893878123,32.93,🟡 Watchlist,0,0.0,0.30444739474925675
Maharashtra,Buldhana,2025-08,0.0,0.0,22750.0,2025-08-01,22750.0,22750.0,-1882.0,-3764.0,0.7925529734825197,17062.5,0.5072683598562894,0.16195052500444918,0.6850860841370205,0.07203108970164186,8.704909278932267e-05,0.31513965886175344,31.51,🟡 Watchlist,0,1.0,0.7841472140178092
Maharashtra,Buldhana,2025-09,5914.0,2233.0,62090.0,2025-09-01,64323.0,70237.0,5914.0,7796.0,2.403171289174102,52677.75,0.5476274292577369,0.4578964228510411,0.7330789765391147,0.22239332441115747,0.00026394939838626005,0.431395349406449,43.14,🟡 Watchlist,1,0.0,0.4773459671447748
Maharashtra,Buldhana,2025-10,15366.0,941.0,31562.0,2025-10-01,32503.0,47869.0,9452.0,3538.0,0.4295060941483738,35901.75,0.5659432819440274,0.23137924897668624,0.715401317728724,0.15156757281635375,4.717427994600284e-05,0.36515310834036824,36.52,🟡 Watchlist,0,1.0,0.9475738524334678
Maharashtra,Buldhana,2025-11,59534.0,965.0,52536.0,2025-11-01,53501.0,113035.0,44168.0,34716.0,1.3990847280334728,84776.25,0.7456643508692006,0.38085780387969387,0.8448409716484895,0.3579083689727817,0.00015366677103684627,0.5043080383784942,50.43,🟡 Watchlist,1,0.0,0.18937788365738914
Maharashtra,Buldhana,2025-12,16820.0,1051.0,31188.0,2025-12-01,32239.0,49059.0,-42714.0,-86882.0,0.5121892639527494,36794.25,0.29588540426369025,0.22949991101619505,0.34001054515109874,0.15533557372827328,5.625568543085042e-05,0.2226572122622467,22.27,🟢 Stable,0,0.0,0.10582735437385435
Maharashtra,Buldhana,2026-01,1139.0,418.0,3058.0,2026-01-01,3476.0,4615.0,-15681.0,27033.0,0.0916439205955335,3461.25,0.43583239286416864,0.024744616479800675,0.8129439653919766,0.014608655636380523,1.0065598659537253e-05,0.2799258535996436,27.99,🟢 Stable,0,,0.19730267636575186
Maharashtra,Chandrapur,2025-03,8348.0,0.0,22214.0,2025-03-01,22214.0,30562.0,0.0,0.0,0.0,22921.5,0.5170112752761873,0.1581348994483004,0.700712835607737,0.09676690745283137,0.0,0.32344414692059403,32.34,🟡 Watchlist,0,0.0,0.04646038782808469
Maharashtra,Chandrapur,2025-04,882.0,221.0,22612.0,2025-04-01,22833.0,23715.0,-7466.0,-7466.0,0.8736461850101284,17786.25,0.4783605810546369,0.16254137746930059,0.6697167339923361,0.07508665346634974,9.5955867138844e-05,0.30544622782947484,30.54,🟡 Watchlist,0,0.0,0.5438545832215975
Maharashtra,Chandrapur,2025-05,3999.0,0.0,30967.0,2025-05-01,30967.0,34966.0,3117.0,10583.0,1.1527524743803101,26224.5,0.5331476553844879,0.2204449190247375,0.7446495813076818,0.11071167721425464,0.000126611167282014,0.3539538031210732,35.4,🟡 Watchlist,0,0.0,0.10218551162828365
Maharashtra,Chandrapur,2025-06,3492.0,957.0,47879.0,2025-06-01,48836.0,52328.0,-507.0,-3624.0,1.3404352880392663,39246.0,0.5143865897725273,0.34764904787328704,0.685667312937738,0.16568649388042875,0.00014722508106164602,0.3775174298432247,37.75,🟡 Watchlist,0,0.0,0.6224909869084504
Maharashtra,Chandrapur,2025-07,2143.0,403.0,17525.0,2025-07-01,17928.0,20071.0,-1349.0,-842.0,0.31203390871675163,15053.25,0.5100276446165474,0.12762413240790177,0.6972171595348509,0.06354833806884147,3.4271865202835724e-05,0.3083937676531891,30.84,🟡 Watchlist,0,0.0,0.35171820260669506
Maharashtra,Chandrapur,2025-08,0.0,0.0,15772.0,2025-08-01,15772.0,15772.0,-2143.0,-794.0,0.7477383010764682,11829.0,0.5059171903958253,0.11227620573055704,0.6974164379808112,0.049936038976116995,8.21269277011571e-05,0.3015343615133305,30.15,🟡 Watchlist,0,0.0,0.047079497491107805
Maharashtra,Chandrapur,2025-09,5737.0,1343.0,34408.0,2025-09-01,35751.0,41488.0,5737.0,7880.0,1.926605591834147,31116.0,0.5467111189339738,0.25450080085424454,0.7334277138195451,0.13136285532143052,0.0002116063841071407,0.3667246919667942,36.67,🟡 Watchlist,0,1.0,0.29280257536615706
Maharashtra,Chandrapur,2025-10,19485.0,578.0,34889.0,2025-10-01,35467.0,54952.0,13748.0,8011.0,0.8432241552920117,41214.0,0.5881832206495967,0.25247908880583736,0.7339715779116449,0.1739950942105774,9.261450047140789e-05,0.3830730492528448,38.31,🟡 Watchlist,1,1.0,0.9256937501556581
Maharashtra,Chandrapur,2025-11,46959.0,867.0,46612.0,2025-11-01,47479.0,94438.0,27474.0,13726.0,1.1378467914740047,70828.5,0.6592412743443463,0.3379889660081865,0.7576981678837875,0.29902306396524575,0.00012497401971230923,0.44571939936263444,44.57,🟡 Watchlist,1,0.0,0.08286432998541626
Maharashtra,Chandrapur,2025-12,17248.0,846.0,37378.0,2025-12-01,38224.0,55472.0,-29711.0,-57185.0,0.6842965459140691,41604.0,0.3632005632461199,0.2721053568250578,0.46330162868613234,0.1756416156174666,7.515887961273367e-05,0.2778443219295828,27.78,🟢 Stable,0,0.0,0.10815098449153393
Maharashtra,Chandrapur,2026-01,1187.0,286.0,2811.0,2026-01-01,3097.0,4284.0,-16061.0,13650.0,0.06886723348593853,3213.0,0.4338651729600447,0.02204662751379249,0.7573826436776837,0.01356058143314912,7.563948907439979e-06,0.26748970066130456,26.75,🟢 Stable,0,,0.16993332760930965
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,1148.0,0.0,574.0,2025-03-01,574.0,1722.0,0.0,0.0,0.0,1291.5,0.5170112752761873,0.004086136323189179,0.700712835607737,0.005448297116898798,0.0,0.27123416458892635,27.12,🟢 Stable,0,0.0,0.010456537186334821
Maharashtra,Chatrapati Sambhaji Nagar,2025-04,0.0,0.0,315.0,2025-04-01,315.0,315.0,-1148.0,-1148.0,0.4656521739130434,236.25,0.5110682004079392,0.0022423918846769886,0.6959467594418544,0.0009931901563350965,5.1144340694849906e-05,0.26767365013607936,26.77,🟢 Stable,0,0.0,0.06578777716404742
Maharashtra,Chatrapati Sambhaji Nagar,2025-05,0.0,0.0,691.0,2025-05-01,691.0,691.0,0.0,1148.0,1.8587025316455696,518.25,0.5170112752761873,0.004919024737497776,0.7054789117736197,0.002183751789008836,0.00020414833400222263,0.2719365423765968,27.19,🟢 Stable,0,0.0,0.005784233769141502
Maharashtra,Chatrapati Sambhaji Nagar,2025-06,0.0,37.0,481.0,2025-06-01,518.0,518.0,0.0,0.0,0.636271676300578,388.5,0.5170112752761873,0.0036874888770243816,0.700712835607737,0.0016359667824860783,6.988412641508875e-05,0.27057313579618547,27.06,🟢 Stable,0,0.0,0.042835742485637894
Maharashtra,Chatrapati Sambhaji Nagar,2025-07,1172.0,0.0,406.0,2025-07-01,406.0,1578.0,1172.0,1172.0,0.6649325626204239,1183.5,0.5230785956120642,0.0028901939846947854,0.7055785509965998,0.004992337342683323,7.303206003739005e-05,0.2733677130089178,27.34,🟢 Stable,0,0.0,0.030698370414563504
Maharashtra,Chatrapati Sambhaji Nagar,2025-08,0.0,0.0,286.0,2025-08-01,286.0,286.0,-1172.0,-2344.0,0.5972972972972973,214.5,0.5109439549403104,0.0020359494571987897,0.6909814048300114,0.0009013649240278135,6.560342285611379e-05,0.26658630231741215,26.66,🟢 Stable,0,0.0,0.05522953523395917
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,601.0,64.0,435.0,2025-09-01,499.0,1100.0,601.0,1773.0,1.4778745644599303,825.0,0.5201225888613938,0.003552233493504182,0.7080736832053939,0.003478804203273622,0.0001623205569810277,0.27307961094384153,27.31,🟢 Stable,0,0.0,0.005784233769141502
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,284.0,42.0,266.0,2025-10-01,308.0,592.0,-317.0,-918.0,0.5236,444.0,0.5153701997245892,0.002192560953906389,0.6969016353287472,0.0018702794442356974,5.75089697590979e-05,0.26906018549747257,26.91,🟢 Stable,0,0.0,0.05430744213780769
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,965.0,58.0,427.0,2025-11-01,485.0,1450.0,681.0,998.0,1.3341423948220064,1087.5,0.5205367404201567,0.0034525716319629826,0.704856166629994,0.004587039765602902,0.00014653390878179758,0.2726785973901864,27.27,🟢 Stable,0,0.0,0.005784233769141502
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,1372.0,40.0,412.0,2025-12-01,452.0,1824.0,407.0,-274.0,0.7905349794238683,1368.0,0.5191182713313937,0.003217654386901584,0.6995752878120473,0.00577126862363476,8.682744886401131e-05,0.2713777534028581,27.14,🟢 Stable,0,0.0,0.06062080535412665
Maharashtra,Chatrapati Sambhaji Nagar,2026-01,71.0,21.0,28.0,2026-01-01,49.0,120.0,-1301.0,-1708.0,0.09194260485651214,90.0,0.5102761355518052,0.00034881651539419824,0.6936218442389847,0.0003757446287516412,1.00984042824023e-05,0.26643848331955183,26.64,🟢 Stable,0,,0.06578777716404742
Maharashtra,Chhatrapati Sambhajinagar,2025-03,1843.0,0.0,253.0,2025-03-01,253.0,2096.0,0.0,0.0,0.0,1572.0,0.5170112752761873,0.001801032212137391,0.700712835607737,0.006632525974930656,0.0,0.27084052288986815,27.08,🟢 Stable,0,0.0,0.010456537186334821
Maharashtra,Chhatrapati Sambhajinagar,2025-04,0.0,0.0,630.0,2025-04-01,630.0,630.0,-1843.0,-1843.0,2.108267716535433,472.5,0.5074702587411863,0.004484783769353977,0.6930613736097215,0.0019906021624314474,0.00023155902283101336,0.2669343595273688,26.69,🟢 Stable,0,0.0,0.008225122808857345
Maharashtra,Chhatrapati Sambhajinagar,2025-05,0.0,0.0,1673.0,2025-05-01,1673.0,1673.0,0.0,1843.0,2.2536450079239305,1254.75,0.5170112752761873,0.01190959245417334,0.7083642976057525,0.005293144138172699,0.00024752636097868464,0.2747341770286134,27.47,🟢 Stable,0,0.0,0.005784233769141502
Maharashtra,Chhatrapati Sambhajinagar,2025-06,0.0,97.0,3769.0,2025-06-01,3866.0,3866.0,0.0,0.0,1.9630227001194742,2899.5,0.5170112752761873,0.02752091119416266,0.700712835607737,0.012237031532995865,0.00021560621294421992,0.27814350940102595,27.81,🟢 Stable,0,0.0,0.005784233769141502
Maharashtra,Chhatrapati Sambhajinagar,2025-07,0.0,0.0,3178.0,2025-07-01,3178.0,3178.0,0.0,0.0,0.6985518489785363,2383.5,0.5170112752761873,0.022623242569852285,0.700712835607737,0.010058557056188598,7.672459350280476e-05,0.2765714888305111,27.66,🟢 Stable,0,0.0,0.057121739402764986
Maharashtra,Chhatrapati Sambhajinagar,2025-08,0.0,0.0,2273.0,2025-08-01,2273.0,2273.0,0.0,0.0,0.6077540106951872,1704.75,0.5170112752761873,0.016180815091653318,0.700712835607737,0.0071929765307371775,6.675192326592816e-05,0.2745295489816081,27.45,🟢 Stable,0,0.0,0.042835742485637894
Maharashtra,Chhatrapati Sambhajinagar,2025-09,2474.0,322.0,3017.0,2025-09-01,3339.0,5813.0,2474.0,2474.0,1.2480870712401055,4359.75,0.5298189122309309,0.02376935397757608,0.7109839788432717,0.0184019876468676,0.00013708212688439322,0.2833747227868439,28.34,🟢 Stable,0,0.0,0.005600851373795997
Maharashtra,Chhatrapati Sambhajinagar,2025-10,1649.0,266.0,2191.0,2025-10-01,2457.0,4106.0,-825.0,-3299.0,0.6252844311377245,3079.5,0.5127403373264445,0.01749065670048051,0.6870165940822605,0.012996964490021657,6.867735569353349e-05,0.2719209136000406,27.19,🟢 Stable,0,0.0,0.04443596928516314
Maharashtra,Chhatrapati Sambhajinagar,2025-11,4573.0,284.0,2506.0,2025-11-01,2790.0,7363.0,2924.0,3749.0,0.9648087876322213,5522.25,0.5321485147489724,0.019861185264281902,0.7162773125640909,0.023309887994325835,0.00010596860082363126,0.28477026600540417,28.48,🟢 Stable,0,0.0,0.03856266652750977
Maharashtra,Chhatrapati Sambhajinagar,2025-12,5474.0,147.0,2526.0,2025-12-01,2673.0,8147.0,901.0,-2023.0,0.8140630598351846,6110.25,0.5216756572067548,0.019028296849973304,0.6923140794373706,0.02579233565394342,8.941162698636428e-05,0.2775210664937956,27.75,🟢 Stable,0,0.0,0.053119206917649237
Maharashtra,Chhatrapati Sambhajinagar,2026-01,403.0,99.0,66.0,2026-01-01,165.0,568.0,-5071.0,-5972.0,0.05244951383694839,426.0,0.4907592433451021,0.001174586225306994,0.6759192756228489,0.001794286148533118,5.760728619420267e-06,0.25843731954874494,25.84,🟢 Stable,0,,0.14459257966671665
Maharashtra,Dharashiv,2025-03,163.0,0.0,0.0,2025-03-01,0.0,163.0,0.0,0.0,0.0,122.25,0.5170112752761873,0.0,0.700712835607737,0.0005118992835520954,0.0,0.269472170833127,26.95,🟢 Stable,0,0.0,0.010456537186334821
Maharashtra,Dharashiv,2025-04,0.0,0.0,45.0,2025-04-01,45.0,45.0,-163.0,-163.0,38.25,33.75,0.5161674414752078,0.0003203416978109984,0.7000361192183303,0.00013826557968108148,0.004201142271362672,0.2697800808145774,26.98,🟢 Stable,0,0.0,0.0040294073166691185
Maharashtra,Dharashiv,2025-05,0.0,0.0,431.0,2025-05-01,431.0,431.0,0.0,163.0,7.964130434782609,323.25,0.5170112752761873,0.0030681615945897848,0.7013895519971437,0.001360491085564229,0.0008747305888682664,0.2706330528682879,27.06,🟢 Stable,0,0.0,0.0040294073166691185
Maharashtra,Dharashiv,2025-06,0.0,43.0,1370.0,2025-06-01,1413.0,1413.0,0.0,0.0,2.7802083333333334,1059.75,0.5170112752761873,0.01005872931126535,0.700712835607737,0.004469883434728092,0.0003053608039833053,0.2726263549042173,27.26,🟢 Stable,0,0.0,0.0040294073166691185
Maharashtra,Dharashiv,2025-07,0.0,0.0,1385.0,2025-07-01,1385.0,1385.0,0.0,0.0,0.8325671852899575,1038.75,0.5170112752761873,0.00985940558818295,0.700712835607737,0.00438122458974175,9.144400512081251e-05,0.2725311376268693,27.25,🟢 Stable,0,0.0,0.06325332526317695
Maharashtra,Dharashiv,2025-08,0.0,0.0,676.0,2025-08-01,676.0,676.0,0.0,0.0,0.4145743145743146,507.0,0.5170112752761873,0.004812244171560776,0.700712835607737,0.002136255979194724,4.5534266080506107e-05,0.2709257155202758,27.09,🟢 Stable,0,0.0,0.051152943335394066
Maharashtra,Dharashiv,2025-09,578.0,42.0,950.0,2025-09-01,992.0,1570.0,578.0,578.0,1.2454948301329394,1177.5,0.5200035202882495,0.007061754760633565,0.7031124802278417,0.004967006244115797,0.00013679741123229182,0.2731543853560913,27.32,🟢 Stable,0,0.0,0.006437437311513408
Maharashtra,Dharashiv,2025-10,401.0,36.0,733.0,2025-10-01,769.0,1170.0,-177.0,-755.0,0.658257804632427,877.5,0.5160949649524244,0.0054742836803701725,0.6975783517181539,0.003700451315739478,7.229894610446222e-05,0.27047389504110597,27.05,🟢 Stable,0,0.0,0.04550193263744821
Maharashtra,Dharashiv,2025-11,1258.0,45.0,756.0,2025-11-01,801.0,2059.0,857.0,1034.0,0.8842207792207791,1544.25,0.5214478738494351,0.005702082221035771,0.7050056254644641,0.006515369644055847,9.711731484448772e-05,0.27378048715434566,27.38,🟢 Stable,0,0.0,0.04565069980470804
Maharashtra,Dharashiv,2025-12,1629.0,27.0,948.0,2025-12-01,975.0,2604.0,371.0,-486.0,1.0333541147132168,1953.0,0.5189319031299504,0.0069407367859049655,0.6986951413423894,0.00824105073396858,0.00011349719353224173,0.27246037043656685,27.25,🟢 Stable,0,0.0,0.00976251624978053
Maharashtra,Dharashiv,2026-01,94.0,11.0,13.0,2026-01-01,24.0,118.0,-1535.0,-1906.0,0.020901639344262295,88.5,0.5090647422424236,0.00017084890549919914,0.6927998206493986,0.0003694118541097596,2.2957061592145745e-06,0.2659246180509008,26.59,🟢 Stable,0,,0.06578777716404742
Maharashtra,Dhule,2025-03,7629.0,0.0,23141.0,2025-03-01,23141.0,30770.0,0.0,0.0,0.0,23077.5,0.5170112752761873,0.16473393842320697,0.700712835607737,0.09742551601558706,0.0,0.32519269794873407,32.52,🟡 Watchlist,0,0.0,0.04646038782808469
Maharashtra,Dhule,2025-04,0.0,0.0,23016.0,2025-04-01,23016.0,23016.0,-7629.0,-7629.0,0.8453720508166969,17262.0,0.47751674725365745,0.16384410037373198,0.6690400176029294,0.07287334872901212,9.285041196639418e-05,0.30509314529858,30.51,🟡 Watchlist,0,0.0,0.5438545832215975
Maharashtra,Dhule,2025-05,0.0,182.0,28508.0,2025-05-01,28690.0,28690.0,0.0,7629.0,1.0594995003692922,21517.5,0.5170112752761873,0.20423562911550097,0.7323856536125446,0.0908394303880302,0.00011636884019579252,0.34043222670466494,34.04,🟡 Watchlist,0,0.0,0.20894507198930193
Maharashtra,Dhule,2025-06,0.0,2692.0,31510.0,2025-06-01,34202.0,34202.0,0.0,0.0,1.0132689693632149,25651.5,0.5170112752761873,0.24347392774515036,0.700712835607737,0.10829255730105587,0.0001112911659987422,0.34652444514694,34.65,🟡 Watchlist,0,0.0,0.2724071700108454
Maharashtra,Dhule,2025-07,1576.0,2644.0,27876.0,2025-07-01,30520.0,32096.0,1576.0,1576.0,0.7584714791100196,24072.0,0.525170060983817,0.21726285815981491,0.7072558112500986,0.10162414560315455,8.330579326828948e-05,0.34231550974539116,34.23,🟡 Watchlist,0,0.0,0.522252025628801
Maharashtra,Dhule,2025-08,0.0,0.0,19924.0,2025-08-01,19924.0,19924.0,-1576.0,-3152.0,0.5548769699551128,14943.0,0.5088524895685576,0.14183306638191848,0.6876268843230138,0.06308287913266318,6.094423774860286e-05,0.30966833935778354,30.97,🟡 Watchlist,0,0.0,0.38309659744114233
Maharashtra,Dhule,2025-09,6080.0,4206.0,36439.0,2025-09-01,40645.0,46725.0,6080.0,7656.0,1.7339146800501881,35043.75,0.5484867937421699,0.2893397401672895,0.7324977477383973,0.14794522572119748,0.00019044241195542816,0.37817653324501727,37.82,🟡 Watchlist,0,0.0,0.2364399964527218
Maharashtra,Dhule,2025-10,10393.0,1239.0,27194.0,2025-10-01,28433.0,38826.0,4313.0,-1767.0,0.5945984844757172,29119.5,0.5393392211879937,0.20240612208578038,0.6933768978158252,0.12293393227308612,6.530700202925795e-05,0.3425616012728758,34.26,🟡 Watchlist,0,1.0,0.9075506552473029
Maharashtra,Dhule,2025-11,20683.0,1442.0,35472.0,2025-11-01,36914.0,57597.0,10290.0,5977.0,1.10349933178589,43197.75,0.5702815195220691,0.2627798540665599,0.7255271537640793,0.1823701886744658,0.00012120150821401737,0.3807444826773751,38.07,🟡 Watchlist,1,0.0,0.3838808286642702
Maharashtra,Dhule,2025-12,12699.0,1285.0,26808.0,2025-12-01,28093.0,40792.0,-7984.0,-18274.0,0.646865772721116,30594.0,0.4756789497116469,0.1999857625912084,0.6248458705769526,0.12915904974605572,7.104771612225775e-05,0.313269866810431,31.33,🟡 Watchlist,0,0.0,0.4909401424220102
Maharashtra,Dhule,2026-01,1057.0,496.0,2413.0,2026-01-01,2909.0,3966.0,-11642.0,-3658.0,0.08801345483021285,2974.5,0.456741869687212,0.020708311087382095,0.6855261573718494,0.012553670265089946,9.66685086368304e-06,0.2583522772354115,25.84,🟢 Stable,0,,0.11201015367307311
Maharashtra,Gadchiroli,2025-03,2704.0,0.0,13583.0,2025-03-01,13583.0,16287.0,0.0,0.0,0.0,12215.25,0.5170112752761873,0.09669336180815091,0.700712835607737,0.051566728446401505,0.0,0.30130373565959223,30.13,🟡 Watchlist,0,0.0,0.010456537186334821
Maharashtra,Gadchiroli,2025-04,869.0,0.0,11355.0,2025-04-01,11355.0,12224.0,-1835.0,-1835.0,0.710523409893993,9168.0,0.5075116738970626,0.08083288841430859,0.6930945866840482,0.03870169676141905,7.803947534897778e-05,0.29152201835016767,29.15,🟢 Stable,0,0.0,0.059222631423756736
Maharashtra,Gadchiroli,2025-05,921.0,0.0,16029.0,2025-05-01,16029.0,16950.0,52.0,1887.0,1.1997754491017965,12712.5,0.5172804737893832,0.11410571276027763,0.7085469695145494,0.05366604324018525,0.0001317758785716259,0.3076256134081386,30.76,🟡 Watchlist,0,0.0,0.049532839421501614
